species_name,genus,tribe,haplochromine,water_system,lm_ecology,mouthbrooder,depth,piscivore,precaudal_count,caudal_count,total_count,ln_pc_ln_c,aspect_ratio,ln_length_ln_width,ln_ant_length_ln_width,ln_post_length_ln_width,n_count
Docimodus evelynae,Docimodus,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.63905733,2.944438979,3.496507561,-0.30538165,2.474852453,0.906180779,-0.354813365,0.573291343,1
Ectodus descampsii,Ectodus,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.694251627,2.890062639,3.49026136,-0.195811012,3.385988832,1.219176618,0.071766094,0.848345748,10
"Ectodus sp. ""north""",Ectodus,Ectodini,Other,Lake Tanganyika,not_applicable,data_deficient,benthopelagic,non-piscivore,2.708050201,2.928218813,3.517404636,-0.220168612,3.666380759,1.298999978,0.123796099,0.93911186,10
Enantiopus melanogenys,Enantiopus,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.63905733,3.194382628,3.647976354,-0.555325299,4.960604426,1.601234213,0.261210274,1.303061578,10
Eretmodus cyanostictus,Eretmodus,Eretmodini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,benthopelagic,non-piscivore,2.631646532,2.772588722,3.397807226,-0.14094219,2.58490289,0.949455617,-0.208147365,0.595900729,10
Eretmodus marksmithi,Eretmodus,Eretmodini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,benthopelagic,non-piscivore,2.579770952,2.82108842,3.401197382,-0.241317468,2.936714813,1.077031976,-0.086342403,0.725837323,10
Etia nguti,Etia,Etiini,Other,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.589652015,2.544938681,3.261241565,0.044713334,2.205816675,0.789566982,-0.266063293,0.388890548,12
Genyochromis mento,Genyochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,piscivore,2.624235735,2.85576759,3.440135128,-0.231531855,3.101402808,1.129343442,-0.076992126,0.798223648,10
Gnathochromis permaxillaris,Gnathochromis,Limnochromini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,demersal,non-piscivore,2.694251627,2.890062639,3.49035323,-0.195811012,3.017016105,1.103737226,0.056333565,0.698430051,10
Gnathochromis pfefferi,Gnathochromis,Tropheini,Haplochromine,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.571686446,2.827702015,3.401197382,-0.256015569,2.590153444,0.94596886,-0.179466789,0.57243005,11
Gobiocichla ethelwynnae,Gobiocichla,Gobiocichlini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.923055712,2.79257329,3.553541747,0.130482423,7.102787749,1.953472221,0.452935168,1.699446281,33
Gobiocichla wonderi,Gobiocichla,Gobiocichlini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.875861355,2.878013127,3.5703553,-0.002151772,5.810037735,1.75808345,0.42669229,1.454322085,28
Grammatotria lemairii,Grammatotria,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.654389079,3.130344893,3.613799859,-0.475955814,3.859807364,1.350212392,0.180768768,0.990657283,9
Greenwoodochromis bellcrossi,Greenwoodochromis,Limnochromini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,pelagic,non-piscivore,2.631646532,2.855730089,3.443407702,-0.224083556,2.851922006,1.047443415,-0.122362634,0.679013222,10
Greenwoodochromis christyi,Greenwoodochromis,Limnochromini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,pelagic,non-piscivore,2.623642262,2.867508392,3.446582571,-0.243866131,2.621442839,0.962733553,-0.167980442,0.58472451,10
Haplochromis aelocephalus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.589652015,2.813005137,3.401012094,-0.223353122,2.424332982,0.884234715,-0.378195789,0.553074241,6
Haplochromis akika ,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.564949357,2.833213344,3.401197382,-0.268263987,2.524879944,0.926118828,-0.241953488,0.559446122,4
Haplochromis albertianus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.548940816,2.833213344,3.394417071,-0.284272528,2.961266958,1.085111141,-0.089670857,0.720874076,5
Haplochromis aquila,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.574212854,2.883226956,3.433987204,-0.309014102,2.898034482,1.061931635,-0.088194603,0.699896814,8
Haplochromis artaxerxes,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.564949357,2.944438979,3.465735903,-0.379489622,3.365883414,1.213690459,-0.063696755,0.896866443,1
Haplochromis astatodon,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.577300686,2.79279693,3.384246606,-0.215496243,2.514402169,0.921258674,-0.325830665,0.604020707,6
Haplochromis avium,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.483911126,2.824057511,3.362282784,-0.340146386,2.910501454,1.065756051,-0.043773162,0.675919763,7
Haplochromis barbarae ,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.348265207,0.853676846,-0.30954434,0.479616729,1
Haplochromis bayoni ,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,3.043088204,1.112872857,-0.083195349,0.754943528,1
Haplochromis beadlei,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.469472818,0.904004694,-0.35546808,0.575527706,1
Haplochromis bullatus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.48490665,2.838326887,3.370411238,-0.353420238,2.947152512,1.078992062,-0.06586973,0.71047173,21
Haplochromis chlorochrous ,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.556945087,2.878630956,3.424150258,-0.321685869,2.942417691,1.078327853,-0.125478017,0.72776511,10
Haplochromis crassilabris,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.48490665,2.890371758,3.401197382,-0.405465108,2.448102373,0.895313183,-0.408320117,0.585467292,1
Haplochromis cryptodon,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.519210667,2.857709807,3.396195484,-0.33849914,2.617486665,0.960705017,-0.231072194,0.601274151,7
Haplochromis dolichorhynchus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.538268455,2.90204323,3.430343891,-0.363774775,3.025329914,1.105835533,-0.033229614,0.736529338,9
Haplochromis dolorosus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.48490665,2.833213344,3.36729583,-0.348306694,2.819097017,1.036416627,-0.144941021,0.682503816,1
Haplochromis eduardii,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.564949357,2.890371758,3.433987204,-0.3254224,2.858790087,1.050398489,-0.138241401,0.687307741,1
Haplochromis estor,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.48490665,2.944438979,3.433987204,-0.459532329,3.349775581,1.208893353,0.047541357,0.842626062,1
Haplochromis fuscus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.564949357,2.833213344,3.401197382,-0.268263987,2.624293977,0.962742341,-0.242841462,0.632443781,2
Haplochromis fusiformis,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.944438979,3.465735903,-0.379489622,3.282319199,1.188550245,-0.060415945,0.867620803,1
Haplochromis glaucus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.589652015,2.861792551,3.428522234,-0.272140536,2.901978914,1.062661601,-0.10054089,0.692609822,6
Haplochromis labiatus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.560375488,2.859166265,3.414283564,-0.298790777,2.468064387,0.897966357,-0.27415467,0.543531816,35
Haplochromis latifasciatus ,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.842739746,3.406662352,-0.277790389,2.566774976,0.942028363,-0.29575158,0.607432433,6
Haplochromis latifrons,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.602003344,2.861792551,3.433987204,-0.259789207,3.326404274,1.200547633,0.007740512,0.844140144,8
Haplochromis limax,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.544938681,2.802901033,3.375771218,-0.257962353,2.51525128,0.922107029,-0.32994975,0.594883084,4
Haplochromis lividus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564101538,2.841378832,3.405881642,-0.277277294,2.57996571,0.947050881,-0.24947818,0.596521698,7
Haplochromis loati,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.538268455,2.797233972,3.370021812,-0.258965517,2.503629976,0.91579214,-0.211048164,0.536203223,12
Haplochromis lobatus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.865710237,3.419881484,-0.30076088,2.503053593,0.916179518,-0.227093086,0.536330091,21
Haplochromis macrocephalus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.772588722,3.36729583,-0.207639365,2.329095583,0.84548003,-0.431935907,0.531916551,1
Haplochromis maxillaris,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.573183577,2.826477275,3.401197382,-0.253293698,2.431480388,0.886904349,-0.389054931,0.561562598,9
Haplochromis melanopterus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.578794634,0.947322094,-0.350150292,0.628405188,1
Haplochromis mentatus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.625162085,2.886046388,3.457737663,-0.260884303,2.990339837,1.094465675,-0.098799894,0.742798071,16
Haplochromis microdon,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.794853136,1.02777956,-0.190946998,0.68383018,1
Haplochromis microdon ,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.766092446,1.017435655,-0.19325059,0.669485576,1
Haplochromis multiocellatus,Haplochromis,Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.564949357,2.833213344,3.401197382,-0.268263987,2.889790733,1.060050699,-0.115415062,0.691352414,2
Haplochromis nigricans,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.833213344,3.433987204,-0.194156014,2.338256282,0.849405473,-0.415557208,0.525197864,1
Haplochromis nubilus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.511587552,2.852266149,3.389896864,-0.340678596,2.437351803,0.890698256,-0.329996114,0.55080107,3
Haplochromis obliquidens,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.82108842,3.394417071,-0.256139062,2.565301069,0.940893642,-0.317135631,0.621482866,10
Haplochromis orthostoma,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.48490665,2.861792551,3.384246606,-0.376885901,2.45644699,0.898362195,-0.210864679,0.50794138,2
Haplochromis pappenheimi,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.608179008,2.899125362,3.457635888,-0.290946354,3.28978145,1.189709257,-0.047882809,0.85792998,12
Haplochromis paraplagiostoma,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.58347635,2.890371758,3.441924379,-0.306895407,2.63777076,0.968535357,-0.297984901,0.644562426,4
Haplochromis parorthostoma,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.564949357,2.833213344,3.401197382,-0.268263987,2.35438378,0.856279029,-0.280264736,0.470330368,1
Haplochromis paucidens,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.813005137,3.389896864,-0.248055779,2.597049438,0.954151347,-0.328728222,0.630958188,3
Haplochromis simotes,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.896942923,1.063656016,-0.176806143,0.73314973,1
"Haplochromis sp. ""aureus""",Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.602003344,2.90968148,3.461200374,-0.307678136,2.947824174,1.080566555,-0.176108727,0.753272678,14
"Haplochromis sp. ""frogmouth""",Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,data_deficient,non-piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.769666272,1.018726833,-0.089169121,0.631124357,1
"Haplochromis sp. ""malagarasi A""",Haplochromis,Basal Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,data_deficient,data_deficient,2.48490665,2.833213344,3.36729583,-0.348306694,2.357304311,0.857518725,-0.240574664,0.477131931,1
"Haplochromis sp. ""malagarasi B""",Haplochromis,Basal Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,data_deficient,data_deficient,2.538268455,2.807664234,3.375771218,-0.269395779,2.548538589,0.935246585,-0.178611036,0.553106229,12
"Haplochromis sp. ""pelagicus""",Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.632881665,2.889856559,3.462927338,-0.256974894,3.412809133,1.226712841,-0.038885713,0.900185116,12
"Haplochromis sp. ""rockpicker""",Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.367666888,0.861905035,-0.408742555,0.532584858,1
Haplochromis sulphureus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.557672748,2.89528696,3.433987204,-0.337614212,2.9958869,1.096570145,-0.08009424,0.725877868,11
Haplochromis tyrianthinus,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.544938681,2.917405369,3.441924379,-0.372466688,3.12493434,1.138927795,-0.044288014,0.782475092,8
Haplochromis welcommei,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,3.045386659,1.11352743,-0.114492247,0.772297301,2
Haplochromis worthingtoni,Haplochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,data_deficient,2.564949357,2.890371758,3.433987204,-0.3254224,3.118074933,1.137215803,-0.082919173,0.794689215,1
Haplotaxodon microlepis,Haplotaxodon,Perissodini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,pelagic,non-piscivore,2.833213344,2.957262303,3.590368682,-0.124048959,3.444714011,1.235172946,-0.142665355,0.944645619,8
Hemibates koningsi,Hemibates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.708050201,2.995732274,3.555348061,-0.287682072,2.789908115,1.026006825,-0.201155728,0.680731358,2
Hemibates stenosoma,Hemibates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.743904935,2.961536744,3.552127224,-0.217631809,2.929439138,1.074063541,-0.163612942,0.734204096,9
Hemichromis letourneuxi,Hemichromis,Hemichromini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.48490665,2.833213344,3.36729583,-0.348306694,2.678644351,0.985310827,-0.192409,0.636178794,1
Hemichromis sp. 'unknown',Hemichromis,Hemichromini,Other,Riverine,not_applicable,data_deficient,pelagic,data_deficient,2.48490665,2.564949357,3.218875825,-0.080042708,2.187040347,0.78254919,-0.350924036,0.40616289,1
Hemitaeniochromis urotaenia,Hemitaeniochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.562258195,2.881764671,3.429302944,-0.319506477,2.774888639,1.019615426,-0.079760144,0.614887064,7
Hemitilapia oxyrhynchus,Hemitilapia,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.83992487,3.437825651,-0.20086754,2.513438307,0.919119233,-0.303183482,0.573903879,8
Heterochromis multidens,Heterochromis,Heterochromini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.571125022,2.632881665,3.295836866,-0.061756643,2.242454084,0.806887323,-0.205151009,0.375797441,12
Interochromis loocki,Interochromis,Tropheini,Haplochromine,Lake Tanganyika,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.697435913,2.78657902,3.436429412,-0.089143106,2.354882106,0.855843867,-0.299612888,0.502876252,13
Iodotropheus sprengerae,Iodotropheus,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.784367026,3.407651234,-0.145309696,2.763454226,1.015554705,-0.243357197,0.687137516,10
Iranocichla hormuzensis,Iranocichla,Oreochromini,Other,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.708050201,2.63905733,3.36729583,0.068992871,2.679665082,0.985678361,-0.084459552,0.594227477,2
Julidochromis dickfeldi,Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.753227166,2.844298406,3.493338526,-0.09107124,3.788888278,1.331549549,0.047935169,1.018035009,10
Julidochromis marksmithi,Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,pelagic,non-piscivore,2.772153845,2.851881014,3.506458549,-0.07972717,4.201060316,1.434254836,0.153458189,1.118241042,9
Julidochromis marlieri,Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.749120169,2.859194441,3.499221467,-0.110074272,3.952847236,1.374124769,0.104906916,1.051979155,11
Julidochromis ornatus,Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.759681018,2.832866723,3.49035323,-0.073185705,4.296422376,1.456433573,0.160115574,1.143460958,10
Julidochromis regani,Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.772588722,2.850360868,3.50546345,-0.077772146,3.814907378,1.338158166,0.039161829,1.029776783,10
"Julidochromis sp. ""kombe""",Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,data_deficient,non-piscivore,2.746773314,2.85607671,3.496507561,-0.109303396,4.259873026,1.448282519,0.208679979,1.112522883,10
"Julidochromis sp. ""marlieri south""",Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,data_deficient,non-piscivore,2.779324791,2.818101182,3.492775774,-0.038776391,3.617888605,1.284455572,-0.001627936,0.972544461,9
"Julidochromis sp. ""regani south""",Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,data_deficient,non-piscivore,2.772588722,2.838582565,3.499400988,-0.065993842,3.839337264,1.343518288,0.04799246,1.032517049,10
"Julidochromis sp. ""unterfels""",Julidochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,data_deficient,non-piscivore,2.73386561,2.82108842,3.471890235,-0.08722281,3.411847418,1.22604459,-0.006142508,0.887505445,5
Labeotropheus fuelleborni,Labeotropheus,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.664145647,2.78912271,3.422063633,-0.124977063,2.572008272,0.944099719,-0.293340267,0.622184658,11
Labeotropheus trewavasae,Labeotropheus,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.708050201,2.861792551,3.481121732,-0.15374235,3.142416086,1.144991958,-0.098748717,0.825191197,2
Labidochromis fasciatus,Labidochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.772588722,3.36729583,-0.207639365,2.966098301,1.087247386,-0.16787779,0.772005422,1
Labidochromis fraudator,Labidochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.708050201,2.772588722,3.433987204,-0.064538521,2.592422531,0.952592779,-0.281042188,0.658752197,1
Labidochromis freibergi,Labidochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.639433759,0.970564409,-0.308606233,0.663680015,1
Labidochromis pallidus,Labidochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.66331072,0.97956998,-0.240919288,0.635879787,1
"Labidochromis sp. ""unknown""",Labidochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.772588722,3.401197382,-0.133531393,2.562767108,0.941087576,-0.282845622,0.614026778,1
Labidochromis strigatus,Labidochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.861792551,3.417592293,-0.296843194,2.924647632,1.068957335,-0.20079307,0.819979874,2
Lamprologus callipterus,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.572360155,3.044522438,3.529259278,-0.472162283,3.339116681,1.204967499,-0.048637796,0.874247589,10
Lamprologus kungweensis,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.441400961,2.984972989,3.443511814,-0.543572027,3.666413451,1.298586782,0.094060756,0.948590318,10
Lamprologus laparogramma,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.417231134,3.017138665,3.455044443,-0.599907531,3.707807335,1.310028097,0.106160842,0.957338323,9
Lamprologus lemairii,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,piscivore,2.564949357,2.944438979,3.465735903,-0.379489622,3.123510345,1.138530562,0.053066113,0.741332439,10
Lamprologus meleagris,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.408771695,2.889985359,3.371533524,-0.481213664,3.449321256,1.237266885,0.059222948,0.87132157,8
Lamprologus ocellatus,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.417231134,2.826092141,3.336103546,-0.408861006,3.216502377,1.167843932,0.008765278,0.797435558,9
Lamprologus ornatipinnis,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.48490665,3.038596831,3.492884334,-0.553690181,3.663681808,1.297873191,0.035413171,0.971173604,9
Lamprologus signatus,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,bathydemersal,non-piscivore,2.458803237,3.010369323,3.465735903,-0.551566086,3.694871931,1.306670834,0.084689432,0.961334819,10
"Lamprologus sp. ""ornatipinnis congo""",Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.48490665,3.044068408,3.496323822,-0.559161758,3.941869729,1.371411828,0.079691939,1.056453691,5
"Lamprologus sp. ""ornatipinnis zambia""",Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.48490665,3.04943909,3.49972248,-0.56453244,3.609776019,1.283234791,0.041956205,0.948207226,9
Lamprologus speciosus,Lamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,demersal,non-piscivore,2.415297548,2.815025958,3.328440113,-0.399728409,3.286814029,1.188937053,0.053710078,0.810252924,10
Lepidiolamprologus attenuatus,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.753227166,2.970085626,3.560982237,-0.21685846,4.027757362,1.391897418,0.078968049,1.080488677,10
Lepidiolamprologus cunningtoni,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.833213344,2.990352631,3.608104943,-0.157139287,3.687922124,1.304083097,0.022326027,0.990212293,10
Lepidiolamprologus elongatus,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.714504053,2.954420245,3.534970243,-0.239916192,3.461922233,1.240779998,0.020961518,0.896762798,10
Lepidiolamprologus kamambae,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,pelagic,piscivore,2.759681018,2.917127976,3.535056786,-0.157446958,4.151366141,1.422880996,0.164821666,1.092404865,10
Lepidiolamprologus kendalli,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.759681018,2.900876083,3.526273982,-0.141195065,4.180204712,1.429397647,0.187370372,1.091967952,10
